BI Reference,Year,Quarter,Data Subject Type,Data Type,Decision Taken,Incident Category,Incident Type,No. Data Subjects Affected,Sector,Time Taken to Report
BI1090,2024,Qtr 1,Employees,Criminal offence data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,72 hours to 1 week
BI1090,2024,Qtr 1,Employees,Economic and financial data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,72 hours to 1 week
BI1090,2024,Qtr 1,Employees,Official documents,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,72 hours to 1 week
BI1091,2024,Qtr 1,Service users,Location data,Ongoing,Cyber,Other cyber attack,10 to 99,Health,Less than 24 hours
BI1091,2024,Qtr 1,Service users,Health data,Ongoing,Cyber,Other cyber attack,10 to 99,Health,Less than 24 hours
BI1092,2024,Qtr 1,Users,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Failure to redact,10 to 99,Transport and leisure,24 hours to 72 hours
BI1093,2024,Qtr 1,Subscribers,Location data,Ongoing,Cyber,Malware (not ransomware),10 to 99,Health,More than 1 week
BI1093,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,Ongoing,Cyber,Malware (not ransomware),10 to 99,Health,More than 1 week
BI1093,2024,Qtr 1,Subscribers,Health data,Ongoing,Cyber,Malware (not ransomware),10 to 99,Health,More than 1 week
BI1094,2024,Qtr 1,Customers or prospective customers,Health data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,"Finance, insurance and credit",72 hours to 1 week
BI1095,2024,Qtr 1,Employees,Economic and financial data,No Further Action,Non Cyber,Data left on screen in public location,1 to 9,"Finance, insurance and credit",72 hours to 1 week
BI1095,2024,Qtr 1,Employees,Health data,No Further Action,Non Cyber,Data left on screen in public location,1 to 9,"Finance, insurance and credit",72 hours to 1 week
BI1096,2024,Qtr 1,Subscribers,Criminal offence data,No Further Action,Cyber,Ransomware,1 to 9,Charitable and voluntary,24 hours to 72 hours
BI1096,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,No Further Action,Cyber,Ransomware,1 to 9,Charitable and voluntary,24 hours to 72 hours
BI1096,2024,Qtr 1,Subscribers,Economic and financial data,No Further Action,Cyber,Ransomware,1 to 9,Charitable and voluntary,24 hours to 72 hours
BI1097,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Charitable and voluntary,72 hours to 1 week
BI1097,2024,Qtr 1,Subscribers,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Charitable and voluntary,72 hours to 1 week
BI1098,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,Less than 24 hours
BI1099,2024,Qtr 1,Members of the public,Health data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Health,More than 1 week
BI1100,2024,Qtr 1,Employees,Health data,Ongoing,Non Cyber,Failure to redact,1 to 9,Central government,Less than 24 hours
BI1100,2024,Qtr 1,Employees,Criminal offence data,Ongoing,Non Cyber,Failure to redact,1 to 9,Central government,Less than 24 hours
BI1101,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,10 to 99,Education and childcare,72 hours to 1 week
BI1101,2024,Qtr 1,Patients,Official documents,No Further Action,Non Cyber,Not Provided,10 to 99,Education and childcare,72 hours to 1 week
BI1102,2024,Qtr 1,Subscribers,Identification data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Transport and leisure,Less than 24 hours
BI1102,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Transport and leisure,Less than 24 hours
BI1103,2024,Qtr 1,Members of the public,Health data,No Further Action,Non Cyber,Loss/theft of device containing personal data,1 to 9,Health,More than 1 week
BI1104,2024,Qtr 1,Children,Identification data,No Further Action,Non Cyber,Not Provided,1 to 9,Health,More than 1 week
BI1104,2024,Qtr 1,Children,Basic personal identifiers,No Further Action,Non Cyber,Not Provided,1 to 9,Health,More than 1 week
BI1104,2024,Qtr 1,Children,Location data,No Further Action,Non Cyber,Not Provided,1 to 9,Health,More than 1 week
BI1104,2024,Qtr 1,Children,Health data,No Further Action,Non Cyber,Not Provided,1 to 9,Health,More than 1 week
BI1105,2024,Qtr 1,Patients,Economic and financial data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Charitable and voluntary,72 hours to 1 week
BI1105,2024,Qtr 1,Patients,Location data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Charitable and voluntary,72 hours to 1 week
BI1105,2024,Qtr 1,Patients,Criminal offence data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Charitable and voluntary,72 hours to 1 week
BI1105,2024,Qtr 1,Patients,Health data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Charitable and voluntary,72 hours to 1 week
BI1106,2024,Qtr 1,Employees,Basic personal identifiers,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Legal,72 hours to 1 week
BI1107,2024,Qtr 1,Customers or prospective customers,Identification data,Investigation Pursued,Non Cyber,Not Provided,10 to 99,Retail and manufacture,24 hours to 72 hours
BI1108,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,Investigation Pursued,Cyber,Malware (not ransomware),1 to 9,Retail and manufacture,24 hours to 72 hours
BI1108,2024,Qtr 1,Members of the public,Identification data,Investigation Pursued,Cyber,Malware (not ransomware),1 to 9,Retail and manufacture,24 hours to 72 hours
BI1108,2024,Qtr 1,Members of the public,Official documents,Investigation Pursued,Cyber,Malware (not ransomware),1 to 9,Retail and manufacture,24 hours to 72 hours
BI1108,2024,Qtr 1,Members of the public,Basic personal identifiers,Investigation Pursued,Cyber,Malware (not ransomware),1 to 9,Retail and manufacture,24 hours to 72 hours
BI1109,2024,Qtr 1,Users,Official documents,No Further Action,Non Cyber,Not Provided,1 to 9,Retail and manufacture,24 hours to 72 hours
BI1109,2024,Qtr 1,Users,Identification data,No Further Action,Non Cyber,Not Provided,1 to 9,Retail and manufacture,24 hours to 72 hours
BI1110,2024,Qtr 1,Children,Identification data,Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,General business,72 hours to 1 week
BI1110,2024,Qtr 1,Children,Criminal offence data,Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,General business,72 hours to 1 week
BI1110,2024,Qtr 1,Children,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,General business,72 hours to 1 week
BI1111,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Cyber,Ransomware,1 to 9,Education and childcare,72 hours to 1 week
BI1112,2024,Qtr 1,Patients,Official documents,Investigation Pursued,Cyber,Phishing attack,100 to 1k,Health,Less than 24 hours
BI1112,2024,Qtr 1,Patients,Criminal offence data,Investigation Pursued,Cyber,Phishing attack,100 to 1k,Health,Less than 24 hours
BI1113,2024,Qtr 1,Subscribers,Location data,Ongoing,Cyber,Other cyber attack,1 to 9,Education and childcare,24 hours to 72 hours
BI1114,2024,Qtr 1,Users,Health data,Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI1114,2024,Qtr 1,Users,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI1115,2024,Qtr 1,Users,Basic personal identifiers,Action Taken,Cyber,Brute force attack,10 to 99,Local government,More than 1 week
BI1115,2024,Qtr 1,Users,Location data,Action Taken,Cyber,Brute force attack,10 to 99,Local government,More than 1 week
BI1116,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,1 to 9,Health,More than 1 week
BI1117,2024,Qtr 1,Users,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,72 hours to 1 week
BI1118,2024,Qtr 1,Members of the public,Health data,No Further Action,Cyber,Unauthorised access,1 to 9,Retail and manufacture,Less than 24 hours
BI1118,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Cyber,Unauthorised access,1 to 9,Retail and manufacture,Less than 24 hours
BI1119,2024,Qtr 1,Members of the public,Location data,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,1 to 9,Legal,Less than 24 hours
BI1119,2024,Qtr 1,Members of the public,Official documents,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,1 to 9,Legal,Less than 24 hours
BI1120,2024,Qtr 1,Subscribers,Economic and financial data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,General business,More than 1 week
BI1120,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,General business,More than 1 week
BI1120,2024,Qtr 1,Subscribers,Criminal offence data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,General business,More than 1 week
BI1120,2024,Qtr 1,Subscribers,Official documents,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,General business,More than 1 week
BI1121,2024,Qtr 1,Service users,Official documents,No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI1121,2024,Qtr 1,Service users,Basic personal identifiers,No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI1122,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Transport and leisure,More than 1 week
BI1122,2024,Qtr 1,Patients,Economic and financial data,Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Transport and leisure,More than 1 week
BI1123,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,No Further Action,Cyber,Phishing attack,10 to 99,Education and childcare,More than 1 week
BI1124,2024,Qtr 1,Patients,Economic and financial data,No Further Action,Non Cyber,Loss/theft of device containing personal data,1 to 9,"Finance, insurance and credit",24 hours to 72 hours
BI1125,2024,Qtr 1,Employees,Economic and financial data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,General business,More than 1 week
BI1125,2024,Qtr 1,Employees,Health data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,General business,More than 1 week
BI1125,2024,Qtr 1,Employees,Basic personal identifiers,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,General business,More than 1 week
BI1126,2024,Qtr 1,Members of the public,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1k to 10k,"Finance, insurance and credit",72 hours to 1 week
BI1126,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Data emailed to incorrect recipient,1k to 10k,"Finance, insurance and credit",72 hours to 1 week
BI1127,2024,Qtr 1,Patients,Criminal offence data,No Further Action,Cyber,Malware (not ransomware),10k to 100k,Legal,More than 1 week
BI1128,2024,Qtr 1,Subscribers,Basic personal identifiers,No Further Action,Non Cyber,Not Provided,1 to 9,General business,24 hours to 72 hours
BI1128,2024,Qtr 1,Subscribers,Criminal offence data,No Further Action,Non Cyber,Not Provided,1 to 9,General business,24 hours to 72 hours
BI1129,2024,Qtr 1,Children,Basic personal identifiers,Investigation Pursued,Non Cyber,Not Provided,10 to 99,Transport and leisure,More than 1 week
BI1129,2024,Qtr 1,Children,Identification data,Investigation Pursued,Non Cyber,Not Provided,10 to 99,Transport and leisure,More than 1 week
BI1130,2024,Qtr 1,Employees,Health data,No Further Action,Non Cyber,Data emailed to incorrect recipient,100 to 1k,Education and childcare,Less than 24 hours
BI1131,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Health,24 hours to 72 hours
BI1131,2024,Qtr 1,Customers or prospective customers,Identification data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Health,24 hours to 72 hours
BI1131,2024,Qtr 1,Customers or prospective customers,Economic and financial data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Health,24 hours to 72 hours
BI1132,2024,Qtr 1,Patients,Economic and financial data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Charitable and voluntary,Less than 24 hours
BI1132,2024,Qtr 1,Patients,Criminal offence data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Charitable and voluntary,Less than 24 hours
BI1133,2024,Qtr 1,Service users,Health data,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Local government,More than 1 week
BI1133,2024,Qtr 1,Service users,Economic and financial data,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Local government,More than 1 week
BI1134,2024,Qtr 1,Service users,Health data,Ongoing,Non Cyber,Data emailed to incorrect recipient,10k to 100k,Legal,72 hours to 1 week
BI1134,2024,Qtr 1,Service users,Official documents,Ongoing,Non Cyber,Data emailed to incorrect recipient,10k to 100k,Legal,72 hours to 1 week
BI1134,2024,Qtr 1,Service users,Data revealing racial or ethnic origin,Ongoing,Non Cyber,Data emailed to incorrect recipient,10k to 100k,Legal,72 hours to 1 week
BI1135,2024,Qtr 1,Employees,Economic and financial data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,General business,More than 1 week
BI1136,2024,Qtr 1,Employees,Official documents,Action Taken,Cyber,Phishing attack,100 to 1k,Health,72 hours to 1 week
BI1137,2024,Qtr 1,Subscribers,Basic personal identifiers,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1k to 10k,Local government,72 hours to 1 week
BI1137,2024,Qtr 1,Subscribers,Identification data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1k to 10k,Local government,72 hours to 1 week
BI1138,2024,Qtr 1,Members of the public,Location data,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,10 to 99,Legal,Less than 24 hours
BI1138,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,10 to 99,Legal,Less than 24 hours
BI1139,2024,Qtr 1,Employees,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,100 to 1k,Central government,24 hours to 72 hours
BI1139,2024,Qtr 1,Employees,Health data,No Further Action,Non Cyber,Not Provided,100 to 1k,Central government,24 hours to 72 hours
BI1139,2024,Qtr 1,Employees,Criminal offence data,No Further Action,Non Cyber,Not Provided,100 to 1k,Central government,24 hours to 72 hours
BI1140,2024,Qtr 1,Patients,Health data,Ongoing,Non Cyber,Verbal disclosure of personal data,10 to 99,Transport and leisure,24 hours to 72 hours
